,date,county,state,cases,deaths,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS
37101,2020-03-26,Johnston,North Carolina,9,0,Johnston County,NC,Raleigh,37,101
37101,2020-03-27,Johnston,North Carolina,9,1,Johnston County,NC,Raleigh,37,101
37101,2020-03-28,Johnston,North Carolina,9,1,Johnston County,NC,Raleigh,37,101
37101,2020-03-29,Johnston,North Carolina,10,1,Johnston County,NC,Raleigh,37,101
37101,2020-03-30,Johnston,North Carolina,11,1,Johnston County,NC,Raleigh,37,101
37101,2020-03-31,Johnston,North Carolina,15,1,Johnston County,NC,Raleigh,37,101
37101,2020-04-01,Johnston,North Carolina,17,1,Johnston County,NC,Raleigh,37,101
37101,2020-04-02,Johnston,North Carolina,20,1,Johnston County,NC,Raleigh,37,101
37101,2020-04-03,Johnston,North Carolina,24,1,Johnston County,NC,Raleigh,37,101
37101,2020-04-04,Johnston,North Carolina,26,2,Johnston County,NC,Raleigh,37,101
37101,2020-04-05,Johnston,North Carolina,32,3,Johnston County,NC,Raleigh,37,101
37101,2020-04-06,Johnston,North Carolina,37,3,Johnston County,NC,Raleigh,37,101
37101,2020-04-07,Johnston,North Carolina,47,4,Johnston County,NC,Raleigh,37,101
37101,2020-04-08,Johnston,North Carolina,51,4,Johnston County,NC,Raleigh,37,101
37101,2020-04-09,Johnston,North Carolina,57,5,Johnston County,NC,Raleigh,37,101
37101,2020-04-10,Johnston,North Carolina,80,4,Johnston County,NC,Raleigh,37,101
37101,2020-04-11,Johnston,North Carolina,92,4,Johnston County,NC,Raleigh,37,101
37101,2020-04-12,Johnston,North Carolina,97,4,Johnston County,NC,Raleigh,37,101
37101,2020-04-13,Johnston,North Carolina,97,4,Johnston County,NC,Raleigh,37,101
37101,2020-04-14,Johnston,North Carolina,104,8,Johnston County,NC,Raleigh,37,101
37101,2020-04-15,Johnston,North Carolina,106,9,Johnston County,NC,Raleigh,37,101
37101,2020-04-16,Johnston,North Carolina,109,9,Johnston County,NC,Raleigh,37,101
37101,2020-04-17,Johnston,North Carolina,118,9,Johnston County,NC,Raleigh,37,101
37101,2020-04-18,Johnston,North Carolina,121,9,Johnston County,NC,Raleigh,37,101
37101,2020-04-19,Johnston,North Carolina,123,9,Johnston County,NC,Raleigh,37,101
37103,2020-04-09,Jones,North Carolina,3,0,Jones County,NC,New Bern,37,103
37103,2020-04-10,Jones,North Carolina,3,0,Jones County,NC,New Bern,37,103
37103,2020-04-11,Jones,North Carolina,6,1,Jones County,NC,New Bern,37,103
37103,2020-04-12,Jones,North Carolina,7,1,Jones County,NC,New Bern,37,103
37103,2020-04-13,Jones,North Carolina,7,1,Jones County,NC,New Bern,37,103
37103,2020-04-14,Jones,North Carolina,7,1,Jones County,NC,New Bern,37,103
37103,2020-04-15,Jones,North Carolina,8,1,Jones County,NC,New Bern,37,103
37103,2020-04-16,Jones,North Carolina,8,1,Jones County,NC,New Bern,37,103
37103,2020-04-17,Jones,North Carolina,8,1,Jones County,NC,New Bern,37,103
37103,2020-04-18,Jones,North Carolina,8,1,Jones County,NC,New Bern,37,103
37103,2020-04-19,Jones,North Carolina,8,1,Jones County,NC,New Bern,37,103
37105,2020-03-22,Lee,North Carolina,1,0,Lee County,NC,Sanford,37,105
37105,2020-03-23,Lee,North Carolina,1,0,Lee County,NC,Sanford,37,105
37105,2020-03-24,Lee,North Carolina,1,0,Lee County,NC,Sanford,37,105
37105,2020-03-25,Lee,North Carolina,1,0,Lee County,NC,Sanford,37,105
37105,2020-03-26,Lee,North Carolina,1,0,Lee County,NC,Sanford,37,105
37105,2020-03-27,Lee,North Carolina,2,0,Lee County,NC,Sanford,37,105
37105,2020-03-28,Lee,North Carolina,2,0,Lee County,NC,Sanford,37,105
37105,2020-03-29,Lee,North Carolina,2,0,Lee County,NC,Sanford,37,105
37105,2020-03-30,Lee,North Carolina,2,0,Lee County,NC,Sanford,37,105
37105,2020-03-31,Lee,North Carolina,2,0,Lee County,NC,Sanford,37,105
37105,2020-04-01,Lee,North Carolina,3,0,Lee County,NC,Sanford,37,105
37105,2020-04-02,Lee,North Carolina,3,0,Lee County,NC,Sanford,37,105
37105,2020-04-03,Lee,North Carolina,3,0,Lee County,NC,Sanford,37,105
37105,2020-04-04,Lee,North Carolina,3,0,Lee County,NC,Sanford,37,105
37105,2020-04-05,Lee,North Carolina,3,0,Lee County,NC,Sanford,37,105
37105,2020-04-06,Lee,North Carolina,3,0,Lee County,NC,Sanford,37,105
37105,2020-04-07,Lee,North Carolina,4,0,Lee County,NC,Sanford,37,105
37105,2020-04-08,Lee,North Carolina,5,0,Lee County,NC,Sanford,37,105
37105,2020-04-09,Lee,North Carolina,4,0,Lee County,NC,Sanford,37,105
37105,2020-04-10,Lee,North Carolina,4,0,Lee County,NC,Sanford,37,105
37105,2020-04-11,Lee,North Carolina,8,0,Lee County,NC,Sanford,37,105
37105,2020-04-12,Lee,North Carolina,15,0,Lee County,NC,Sanford,37,105
37105,2020-04-13,Lee,North Carolina,12,0,Lee County,NC,Sanford,37,105
37105,2020-04-14,Lee,North Carolina,14,0,Lee County,NC,Sanford,37,105
37105,2020-04-15,Lee,North Carolina,16,0,Lee County,NC,Sanford,37,105
37105,2020-04-16,Lee,North Carolina,18,0,Lee County,NC,Sanford,37,105
37105,2020-04-17,Lee,North Carolina,21,0,Lee County,NC,Sanford,37,105
37105,2020-04-18,Lee,North Carolina,30,0,Lee County,NC,Sanford,37,105
37105,2020-04-19,Lee,North Carolina,34,0,Lee County,NC,Sanford,37,105
37107,2020-03-25,Lenoir,North Carolina,1,0,Lenoir County,NC,Kinston,37,107
37107,2020-03-26,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-03-27,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-03-28,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-03-29,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-03-30,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-03-31,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-01,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-02,Lenoir,North Carolina,3,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-03,Lenoir,North Carolina,5,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-04,Lenoir,North Carolina,6,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-05,Lenoir,North Carolina,7,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-06,Lenoir,North Carolina,8,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-07,Lenoir,North Carolina,10,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-08,Lenoir,North Carolina,11,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-09,Lenoir,North Carolina,12,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-10,Lenoir,North Carolina,13,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-11,Lenoir,North Carolina,14,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-12,Lenoir,North Carolina,14,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-13,Lenoir,North Carolina,15,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-14,Lenoir,North Carolina,14,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-15,Lenoir,North Carolina,14,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-16,Lenoir,North Carolina,16,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-17,Lenoir,North Carolina,17,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-18,Lenoir,North Carolina,18,0,Lenoir County,NC,Kinston,37,107
37107,2020-04-19,Lenoir,North Carolina,21,0,Lenoir County,NC,Kinston,37,107
37109,2020-03-18,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-19,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-20,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-21,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-22,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-23,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-24,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-25,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-26,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-27,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-28,Lincoln,North Carolina,1,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-29,Lincoln,North Carolina,3,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-30,Lincoln,North Carolina,3,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-03-31,Lincoln,North Carolina,4,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-01,Lincoln,North Carolina,5,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-02,Lincoln,North Carolina,8,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-03,Lincoln,North Carolina,9,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-04,Lincoln,North Carolina,9,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-05,Lincoln,North Carolina,9,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-06,Lincoln,North Carolina,9,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-07,Lincoln,North Carolina,11,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-08,Lincoln,North Carolina,11,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-09,Lincoln,North Carolina,12,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-10,Lincoln,North Carolina,13,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-11,Lincoln,North Carolina,15,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-12,Lincoln,North Carolina,15,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-13,Lincoln,North Carolina,15,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-14,Lincoln,North Carolina,15,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-15,Lincoln,North Carolina,15,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-16,Lincoln,North Carolina,18,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-17,Lincoln,North Carolina,20,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-18,Lincoln,North Carolina,19,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37109,2020-04-19,Lincoln,North Carolina,19,0,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109
37111,2020-03-25,McDowell,North Carolina,2,0,McDowell County,NC,Marion,37,111
37111,2020-03-26,McDowell,North Carolina,2,0,McDowell County,NC,Marion,37,111
37111,2020-03-27,McDowell,North Carolina,3,0,McDowell County,NC,Marion,37,111
37111,2020-03-28,McDowell,North Carolina,3,0,McDowell County,NC,Marion,37,111
37111,2020-03-29,McDowell,North Carolina,4,0,McDowell County,NC,Marion,37,111
37111,2020-03-30,McDowell,North Carolina,4,0,McDowell County,NC,Marion,37,111
37111,2020-03-31,McDowell,North Carolina,7,0,McDowell County,NC,Marion,37,111
37111,2020-04-01,McDowell,North Carolina,7,0,McDowell County,NC,Marion,37,111
37111,2020-04-02,McDowell,North Carolina,8,0,McDowell County,NC,Marion,37,111
37111,2020-04-03,McDowell,North Carolina,8,0,McDowell County,NC,Marion,37,111
37111,2020-04-04,McDowell,North Carolina,8,0,McDowell County,NC,Marion,37,111
37111,2020-04-05,McDowell,North Carolina,9,0,McDowell County,NC,Marion,37,111
37111,2020-04-06,McDowell,North Carolina,10,0,McDowell County,NC,Marion,37,111
37111,2020-04-07,McDowell,North Carolina,10,0,McDowell County,NC,Marion,37,111
37111,2020-04-08,McDowell,North Carolina,10,0,McDowell County,NC,Marion,37,111
37111,2020-04-09,McDowell,North Carolina,13,0,McDowell County,NC,Marion,37,111
37111,2020-04-10,McDowell,North Carolina,16,0,McDowell County,NC,Marion,37,111
37111,2020-04-11,McDowell,North Carolina,16,0,McDowell County,NC,Marion,37,111
37111,2020-04-12,McDowell,North Carolina,16,0,McDowell County,NC,Marion,37,111
37111,2020-04-13,McDowell,North Carolina,16,0,McDowell County,NC,Marion,37,111
37111,2020-04-14,McDowell,North Carolina,18,0,McDowell County,NC,Marion,37,111
37111,2020-04-15,McDowell,North Carolina,18,0,McDowell County,NC,Marion,37,111
37111,2020-04-16,McDowell,North Carolina,18,0,McDowell County,NC,Marion,37,111
37111,2020-04-17,McDowell,North Carolina,19,0,McDowell County,NC,Marion,37,111
37111,2020-04-18,McDowell,North Carolina,19,0,McDowell County,NC,Marion,37,111
37111,2020-04-19,McDowell,North Carolina,19,0,McDowell County,NC,Marion,37,111
37113,2020-04-02,Macon,North Carolina,1,0,Macon County,NC,,37,113
37113,2020-04-03,Macon,North Carolina,1,0,Macon County,NC,,37,113
37113,2020-04-04,Macon,North Carolina,1,0,Macon County,NC,,37,113
37113,2020-04-05,Macon,North Carolina,1,0,Macon County,NC,,37,113
37113,2020-04-06,Macon,North Carolina,1,0,Macon County,NC,,37,113
37113,2020-04-07,Macon,North Carolina,1,1,Macon County,NC,,37,113
37113,2020-04-08,Macon,North Carolina,1,1,Macon County,NC,,37,113
37113,2020-04-09,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-10,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-11,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-12,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-13,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-14,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-15,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-16,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-17,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-18,Macon,North Carolina,2,1,Macon County,NC,,37,113
37113,2020-04-19,Macon,North Carolina,2,1,Macon County,NC,,37,113
37117,2020-03-31,Martin,North Carolina,2,0,Martin County,NC,,37,117
37117,2020-04-01,Martin,North Carolina,2,0,Martin County,NC,,37,117
37117,2020-04-02,Martin,North Carolina,3,0,Martin County,NC,,37,117
37117,2020-04-03,Martin,North Carolina,3,0,Martin County,NC,,37,117
37117,2020-04-04,Martin,North Carolina,3,0,Martin County,NC,,37,117
37117,2020-04-05,Martin,North Carolina,3,0,Martin County,NC,,37,117
37117,2020-04-06,Martin,North Carolina,3,0,Martin County,NC,,37,117
37117,2020-04-07,Martin,North Carolina,4,0,Martin County,NC,,37,117
37117,2020-04-08,Martin,North Carolina,4,0,Martin County,NC,,37,117
37117,2020-04-09,Martin,North Carolina,4,0,Martin County,NC,,37,117
37117,2020-04-10,Martin,North Carolina,5,0,Martin County,NC,,37,117
37117,2020-04-11,Martin,North Carolina,5,0,Martin County,NC,,37,117
37117,2020-04-12,Martin,North Carolina,6,0,Martin County,NC,,37,117
37117,2020-04-13,Martin,North Carolina,6,0,Martin County,NC,,37,117
37117,2020-04-14,Martin,North Carolina,7,0,Martin County,NC,,37,117
37117,2020-04-15,Martin,North Carolina,7,0,Martin County,NC,,37,117
37117,2020-04-16,Martin,North Carolina,7,0,Martin County,NC,,37,117
37117,2020-04-17,Martin,North Carolina,8,0,Martin County,NC,,37,117
37117,2020-04-18,Martin,North Carolina,8,0,Martin County,NC,,37,117
37117,2020-04-19,Martin,North Carolina,9,0,Martin County,NC,,37,117
37119,2020-03-12,Mecklenburg,North Carolina,2,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-13,Mecklenburg,North Carolina,2,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-14,Mecklenburg,North Carolina,2,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-15,Mecklenburg,North Carolina,4,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-16,Mecklenburg,North Carolina,4,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-17,Mecklenburg,North Carolina,7,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-18,Mecklenburg,North Carolina,11,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-19,Mecklenburg,North Carolina,13,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-20,Mecklenburg,North Carolina,28,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-21,Mecklenburg,North Carolina,41,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-22,Mecklenburg,North Carolina,66,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-23,Mecklenburg,North Carolina,80,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-24,Mecklenburg,North Carolina,104,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-25,Mecklenburg,North Carolina,170,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-26,Mecklenburg,North Carolina,181,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-27,Mecklenburg,North Carolina,218,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-28,Mecklenburg,North Carolina,299,0,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-29,Mecklenburg,North Carolina,336,1,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-30,Mecklenburg,North Carolina,382,1,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-03-31,Mecklenburg,North Carolina,420,1,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-01,Mecklenburg,North Carolina,444,2,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-02,Mecklenburg,North Carolina,495,2,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-03,Mecklenburg,North Carolina,564,2,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-04,Mecklenburg,North Carolina,635,4,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-05,Mecklenburg,North Carolina,664,6,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-06,Mecklenburg,North Carolina,733,7,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-07,Mecklenburg,North Carolina,810,8,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-08,Mecklenburg,North Carolina,830,10,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-09,Mecklenburg,North Carolina,861,10,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-10,Mecklenburg,North Carolina,906,10,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-11,Mecklenburg,North Carolina,935,12,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-12,Mecklenburg,North Carolina,954,12,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-13,Mecklenburg,North Carolina,970,12,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-14,Mecklenburg,North Carolina,993,15,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-15,Mecklenburg,North Carolina,1015,19,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-16,Mecklenburg,North Carolina,1084,19,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-17,Mecklenburg,North Carolina,1136,21,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-18,Mecklenburg,North Carolina,1153,24,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37119,2020-04-19,Mecklenburg,North Carolina,1178,29,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119
37121,2020-04-02,Mitchell,North Carolina,1,0,Mitchell County,NC,,37,121
37121,2020-04-03,Mitchell,North Carolina,1,0,Mitchell County,NC,,37,121
37121,2020-04-04,Mitchell,North Carolina,1,0,Mitchell County,NC,,37,121
37121,2020-04-05,Mitchell,North Carolina,1,0,Mitchell County,NC,,37,121
37121,2020-04-06,Mitchell,North Carolina,1,0,Mitchell County,NC,,37,121
37121,2020-04-07,Mitchell,North Carolina,2,0,Mitchell County,NC,,37,121
37121,2020-04-08,Mitchell,North Carolina,3,0,Mitchell County,NC,,37,121
37121,2020-04-09,Mitchell,North Carolina,3,0,Mitchell County,NC,,37,121
37121,2020-04-10,Mitchell,North Carolina,3,0,Mitchell County,NC,,37,121
37121,2020-04-11,Mitchell,North Carolina,4,0,Mitchell County,NC,,37,121
37121,2020-04-12,Mitchell,North Carolina,4,0,Mitchell County,NC,,37,121
37121,2020-04-13,Mitchell,North Carolina,4,0,Mitchell County,NC,,37,121
37121,2020-04-14,Mitchell,North Carolina,4,0,Mitchell County,NC,,37,121
37121,2020-04-15,Mitchell,North Carolina,4,0,Mitchell County,NC,,37,121
37121,2020-04-16,Mitchell,North Carolina,4,0,Mitchell County,NC,,37,121
37121,2020-04-17,Mitchell,North Carolina,5,0,Mitchell County,NC,,37,121
37121,2020-04-18,Mitchell,North Carolina,5,0,Mitchell County,NC,,37,121
37121,2020-04-19,Mitchell,North Carolina,5,0,Mitchell County,NC,,37,121
37123,2020-03-24,Montgomery,North Carolina,1,0,Montgomery County,NC,,37,123
37123,2020-03-25,Montgomery,North Carolina,1,0,Montgomery County,NC,,37,123
37123,2020-03-26,Montgomery,North Carolina,3,0,Montgomery County,NC,,37,123
37123,2020-03-27,Montgomery,North Carolina,3,0,Montgomery County,NC,,37,123
37123,2020-03-28,Montgomery,North Carolina,3,0,Montgomery County,NC,,37,123
37123,2020-03-29,Montgomery,North Carolina,3,0,Montgomery County,NC,,37,123
37123,2020-03-30,Montgomery,North Carolina,3,0,Montgomery County,NC,,37,123
37123,2020-03-31,Montgomery,North Carolina,6,0,Montgomery County,NC,,37,123
37123,2020-04-01,Montgomery,North Carolina,7,0,Montgomery County,NC,,37,123
37123,2020-04-02,Montgomery,North Carolina,8,1,Montgomery County,NC,,37,123
37123,2020-04-03,Montgomery,North Carolina,8,1,Montgomery County,NC,,37,123
37123,2020-04-04,Montgomery,North Carolina,9,1,Montgomery County,NC,,37,123
37123,2020-04-05,Montgomery,North Carolina,9,1,Montgomery County,NC,,37,123
37123,2020-04-06,Montgomery,North Carolina,9,1,Montgomery County,NC,,37,123
37123,2020-04-07,Montgomery,North Carolina,10,1,Montgomery County,NC,,37,123
37123,2020-04-08,Montgomery,North Carolina,10,1,Montgomery County,NC,,37,123
37123,2020-04-09,Montgomery,North Carolina,12,1,Montgomery County,NC,,37,123
37123,2020-04-10,Montgomery,North Carolina,12,1,Montgomery County,NC,,37,123
37123,2020-04-11,Montgomery,North Carolina,12,1,Montgomery County,NC,,37,123
37123,2020-04-12,Montgomery,North Carolina,12,1,Montgomery County,NC,,37,123
37123,2020-04-13,Montgomery,North Carolina,12,1,Montgomery County,NC,,37,123
37123,2020-04-14,Montgomery,North Carolina,14,1,Montgomery County,NC,,37,123
37123,2020-04-15,Montgomery,North Carolina,15,1,Montgomery County,NC,,37,123
37123,2020-04-16,Montgomery,North Carolina,15,1,Montgomery County,NC,,37,123
37123,2020-04-17,Montgomery,North Carolina,17,1,Montgomery County,NC,,37,123
37123,2020-04-18,Montgomery,North Carolina,17,1,Montgomery County,NC,,37,123
37123,2020-04-19,Montgomery,North Carolina,18,1,Montgomery County,NC,,37,123
37125,2020-03-18,Moore,North Carolina,1,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-19,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-20,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-21,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-22,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-23,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-24,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-25,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-26,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-27,Moore,North Carolina,2,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-28,Moore,North Carolina,3,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-29,Moore,North Carolina,6,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-30,Moore,North Carolina,6,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-03-31,Moore,North Carolina,8,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-01,Moore,North Carolina,8,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-02,Moore,North Carolina,8,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-03,Moore,North Carolina,8,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-04,Moore,North Carolina,9,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-05,Moore,North Carolina,9,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-06,Moore,North Carolina,10,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-07,Moore,North Carolina,10,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-08,Moore,North Carolina,37,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-09,Moore,North Carolina,57,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-10,Moore,North Carolina,57,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-11,Moore,North Carolina,65,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-12,Moore,North Carolina,66,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-13,Moore,North Carolina,66,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-14,Moore,North Carolina,66,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-15,Moore,North Carolina,66,0,Moore County,NC,Pinehurst-Southern Pines,37,125
37125,2020-04-16,Moore,North Carolina,67,0,Moore County,NC,Pinehurst-Southern Pines,37,125
