GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-16	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-17	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-18	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-19	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-20	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-21	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-22	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-23	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-24	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-25	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-26	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-27	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-28	0.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-02-29	1.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-01	3.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-02	6.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-03	10.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-04	12.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-05	12.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-06	15.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-07	19.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-08	22.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-09	26.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-10	31.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-11	37.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-12	43.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-13	50.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-14	60.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-15	68.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-16	91.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-17	117.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-18	162.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-19	212.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-20	277.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-21	360.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-22	458.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-23	579.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-24	785.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-25	1054.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-26	1353.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-27	1770.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-28	2300.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-29	2718.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-30	3368.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-03-31	4304.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-01	5325.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-02	6541.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-03	7932.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-04	9488.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-05	10856.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-06	12382.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-07	14616.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-08	16701.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-09	18821.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-10	21084.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-11	23168.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-12	24849.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-13	26613.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-14	29318.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-15	32070.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-16	34419.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-17	36708.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-18	38659.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-19	40179.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-20	42016.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-21	44688.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-22	47059.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-23	49228.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-24	51360.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-25	53327.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-26	54580.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-27	56022.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-28	58416.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-29	60930.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-04-30	63140.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-01	64902.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-02	66485.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-03	67816.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-04	68905.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-05	71139.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-06	73847.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-07	75805.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-08	77380.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-09	78834.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-10	79766.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-11	80748.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-12	82400.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-13	84168.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-14	85906.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-15	87499.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-16	88724.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-17	89568.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-18	90414.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-19	91934.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-20	93411.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-21	94722.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-22	96010.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-23	97059.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-24	97679.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-25	98189.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-26	98936.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-27	100421.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-28	101621.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-29	102811.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-30	103774.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-05-31	104378.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-01	105112.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-02	106194.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-03	107183.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-04	108191.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-05	109303.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-06	110031.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-07	110421.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-08	111143.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-09	112173.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-10	113102.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-11	113979.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-12	114758.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-13	115450.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-14	115767.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-15	116215.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-16	116984.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-17	117745.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-18	118472.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-19	119170.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-20	119716.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-21	119973.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-22	120333.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-23	121166.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-24	121933.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-25	124399.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-26	125032.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-27	125543.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-28	125814.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-29	126161.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-06-30	127461.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-01	128103.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-02	128826.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-03	129417.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-04	129678.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-05	129940.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-06	130331.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-07	131289.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-08	132237.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-09	133078.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-10	133906.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-11	134581.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-12	134976.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-13	135401.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-14	136355.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-15	137326.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-16	138284.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-17	139185.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-18	139960.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-19	140372.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-20	140903.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-21	142030.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-22	143166.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-23	144282.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-24	145429.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-25	146312.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-26	146752.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-27	148448.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-28	149775.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-29	151170.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-30	152431.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-07-31	153858.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-01	154915.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-02	155333.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-03	155941.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-04	157296.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-05	158548.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-06	159623.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-07	160977.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-08	161942.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-09	162481.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-10	163018.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-11	164468.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-12	165946.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-13	167165.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-14	168335.0	Count
00000	United States	NYTI_NAT_COV04	COVID-19 Confirmed Deaths		2020-08-15	169394.0	Count
