GeoArea_FIPS	GeoArea_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
39161	Van WertCounty	Real estate and rental and leasing	2016	131060
39161	Van WertCounty	Professional and business services	2016	35614
39161	Van WertCounty	Management of companies and enterprises	2016	
39161	Van WertCounty	Administrative and support and waste management and remediation services	2016	22471
39161	Van WertCounty	Educational services	2016	1248
39161	Van WertCounty	Health care and social assistance	2016	90451
39161	Van WertCounty	Arts, entertainment, and recreation	2016	3692
39161	Van WertCounty	Accommodation and food services	2016	16593
39161	Van WertCounty	Other services (except government and government enterprises)	2016	27938
39161	Van WertCounty	Government and government enterprises	2016	103141
39163	VintonCounty	Agriculture, forestry, fishing and hunting	2016	3763
39163	VintonCounty	Mining, quarrying, and oil and gas extraction	2016	5014
39163	VintonCounty	Utilities	2016	28556
39163	VintonCounty	Construction	2016	5860
39163	VintonCounty	Manufacturing	2016	64571
39163	VintonCounty	Wholesale trade	2016	
39163	VintonCounty	Retail trade	2016	6671
39163	VintonCounty	Transportation and warehousing	2016	13517
39163	VintonCounty	Information	2016	
39163	VintonCounty	Finance and insurance	2016	16990
39163	VintonCounty	Real estate and rental and leasing	2016	34637
39163	VintonCounty	Professional and business services	2016	3664
39163	VintonCounty	Management of companies and enterprises	2016	
39163	VintonCounty	Administrative and support and waste management and remediation services	2016	1608
39163	VintonCounty	Educational services	2016	144
39163	VintonCounty	Health care and social assistance	2016	12730
39163	VintonCounty	Arts, entertainment, and recreation	2016	
39163	VintonCounty	Accommodation and food services	2016	
39163	VintonCounty	Other services (except government and government enterprises)	2016	
39163	VintonCounty	Government and government enterprises	2016	46833
39165	WarrenCounty	Agriculture, forestry, fishing and hunting	2016	26366
39165	WarrenCounty	Mining, quarrying, and oil and gas extraction	2016	4840
39165	WarrenCounty	Utilities	2016	6560
39165	WarrenCounty	Construction	2016	445104
39165	WarrenCounty	Manufacturing	2016	1676328
39165	WarrenCounty	Wholesale trade	2016	711422
39165	WarrenCounty	Retail trade	2016	835277
39165	WarrenCounty	Transportation and warehousing	2016	126396
39165	WarrenCounty	Information	2016	342399
39165	WarrenCounty	Finance and insurance	2016	838487
39165	WarrenCounty	Real estate and rental and leasing	2016	876764
39165	WarrenCounty	Professional and business services	2016	1856704
39165	WarrenCounty	Management of companies and enterprises	2016	902440
39165	WarrenCounty	Administrative and support and waste management and remediation services	2016	390963
39165	WarrenCounty	Educational services	2016	30940
39165	WarrenCounty	Health care and social assistance	2016	666593
39165	WarrenCounty	Arts, entertainment, and recreation	2016	185752
39165	WarrenCounty	Accommodation and food services	2016	315711
39165	WarrenCounty	Other services (except government and government enterprises)	2016	287098
39165	WarrenCounty	Government and government enterprises	2016	838580
39167	WashingtonCounty	Agriculture, forestry, fishing and hunting	2016	
39167	WashingtonCounty	Mining, quarrying, and oil and gas extraction	2016	70227
39167	WashingtonCounty	Utilities	2016	
39167	WashingtonCounty	Construction	2016	141923
39167	WashingtonCounty	Manufacturing	2016	830514
39167	WashingtonCounty	Wholesale trade	2016	98245
39167	WashingtonCounty	Retail trade	2016	175386
39167	WashingtonCounty	Transportation and warehousing	2016	85183
39167	WashingtonCounty	Information	2016	11078
39167	WashingtonCounty	Finance and insurance	2016	164124
39167	WashingtonCounty	Real estate and rental and leasing	2016	303661
39167	WashingtonCounty	Professional and business services	2016	170592
39167	WashingtonCounty	Management of companies and enterprises	2016	53731
39167	WashingtonCounty	Administrative and support and waste management and remediation services	2016	45609
39167	WashingtonCounty	Educational services	2016	38185
39167	WashingtonCounty	Health care and social assistance	2016	391032
39167	WashingtonCounty	Arts, entertainment, and recreation	2016	
39167	WashingtonCounty	Accommodation and food services	2016	71124
39167	WashingtonCounty	Other services (except government and government enterprises)	2016	62775
39167	WashingtonCounty	Government and government enterprises	2016	225835
39169	WayneCounty	Agriculture, forestry, fishing and hunting	2016	45401
39169	WayneCounty	Mining, quarrying, and oil and gas extraction	2016	97673
39169	WayneCounty	Utilities	2016	24473
39169	WayneCounty	Construction	2016	255676
39169	WayneCounty	Manufacturing	2016	2042755
39169	WayneCounty	Wholesale trade	2016	361690
39169	WayneCounty	Retail trade	2016	327801
39169	WayneCounty	Transportation and warehousing	2016	131750
39169	WayneCounty	Information	2016	72517
39169	WayneCounty	Finance and insurance	2016	314141
39169	WayneCounty	Real estate and rental and leasing	2016	511334
39169	WayneCounty	Professional and business services	2016	232276
39169	WayneCounty	Management of companies and enterprises	2016	68843
39169	WayneCounty	Administrative and support and waste management and remediation services	2016	58590
39169	WayneCounty	Educational services	2016	92063
39169	WayneCounty	Health care and social assistance	2016	256783
39169	WayneCounty	Arts, entertainment, and recreation	2016	11612
39169	WayneCounty	Accommodation and food services	2016	90958
39169	WayneCounty	Other services (except government and government enterprises)	2016	128460
39169	WayneCounty	Government and government enterprises	2016	502615
39171	WilliamsCounty	Agriculture, forestry, fishing and hunting	2016	26732
39171	WilliamsCounty	Mining, quarrying, and oil and gas extraction	2016	3151
39171	WilliamsCounty	Utilities	2016	8855
39171	WilliamsCounty	Construction	2016	48944
39171	WilliamsCounty	Manufacturing	2016	671211
39171	WilliamsCounty	Wholesale trade	2016	91548
39171	WilliamsCounty	Retail trade	2016	142999
39171	WilliamsCounty	Transportation and warehousing	2016	
39171	WilliamsCounty	Information	2016	11768
39171	WilliamsCounty	Finance and insurance	2016	69144
39171	WilliamsCounty	Real estate and rental and leasing	2016	157107
39171	WilliamsCounty	Professional and business services	2016	
39171	WilliamsCounty	Management of companies and enterprises	2016	
39171	WilliamsCounty	Administrative and support and waste management and remediation services	2016	19386
39171	WilliamsCounty	Educational services	2016	3756
39171	WilliamsCounty	Health care and social assistance	2016	116418
39171	WilliamsCounty	Arts, entertainment, and recreation	2016	1489
39171	WilliamsCounty	Accommodation and food services	2016	28692
39171	WilliamsCounty	Other services (except government and government enterprises)	2016	36644
39171	WilliamsCounty	Government and government enterprises	2016	150052
39173	WoodCounty	Agriculture, forestry, fishing and hunting	2016	10606
39173	WoodCounty	Mining, quarrying, and oil and gas extraction	2016	9848
39173	WoodCounty	Utilities	2016	41507
39173	WoodCounty	Construction	2016	441911
39173	WoodCounty	Manufacturing	2016	1805302
39173	WoodCounty	Wholesale trade	2016	453383
39173	WoodCounty	Retail trade	2016	359295
39173	WoodCounty	Transportation and warehousing	2016	407147
39173	WoodCounty	Information	2016	136900
39173	WoodCounty	Finance and insurance	2016	236258
39173	WoodCounty	Real estate and rental and leasing	2016	730664
39173	WoodCounty	Professional and business services	2016	454779
39173	WoodCounty	Management of companies and enterprises	2016	113891
39173	WoodCounty	Administrative and support and waste management and remediation services	2016	145760
39173	WoodCounty	Educational services	2016	26052
39173	WoodCounty	Health care and social assistance	2016	331003
39173	WoodCounty	Arts, entertainment, and recreation	2016	16245
39173	WoodCounty	Accommodation and food services	2016	213444
39173	WoodCounty	Other services (except government and government enterprises)	2016	153944
39173	WoodCounty	Government and government enterprises	2016	841481
39175	WyandotCounty	Agriculture, forestry, fishing and hunting	2016	18942
39175	WyandotCounty	Mining, quarrying, and oil and gas extraction	2016	24586
39175	WyandotCounty	Utilities	2016	2889
39175	WyandotCounty	Construction	2016	71926
39175	WyandotCounty	Manufacturing	2016	340890
39175	WyandotCounty	Wholesale trade	2016	38080
39175	WyandotCounty	Retail trade	2016	52321
39175	WyandotCounty	Transportation and warehousing	2016	
39175	WyandotCounty	Information	2016	5034
39175	WyandotCounty	Finance and insurance	2016	49489
39175	WyandotCounty	Real estate and rental and leasing	2016	91546
39175	WyandotCounty	Professional and business services	2016	
39175	WyandotCounty	Management of companies and enterprises	2016	
39175	WyandotCounty	Administrative and support and waste management and remediation services	2016	15241
39175	WyandotCounty	Educational services	2016	
39175	WyandotCounty	Health care and social assistance	2016	
39175	WyandotCounty	Arts, entertainment, and recreation	2016	641
39175	WyandotCounty	Accommodation and food services	2016	12476
39175	WyandotCounty	Other services (except government and government enterprises)	2016	23502
39175	WyandotCounty	Government and government enterprises	2016	104845
39000	Ohio	Agriculture, forestry, fishing and hunting	2017	3493008
39000	Ohio	Mining, quarrying, and oil and gas extraction	2017	9861288
39000	Ohio	Utilities	2017	10477741
39000	Ohio	Construction	2017	24814396
39000	Ohio	Manufacturing	2017	104621377
39000	Ohio	Wholesale trade	2017	40424118
39000	Ohio	Retail trade	2017	37870438
39000	Ohio	Transportation and warehousing	2017	19998513
39000	Ohio	Information	2017	16735594
39000	Ohio	Finance and insurance	2017	58913196
39000	Ohio	Real estate and rental and leasing	2017	70178070
39000	Ohio	Professional and business services	2017	74531260
39000	Ohio	Management of companies and enterprises	2017	21051677
39000	Ohio	Administrative and support and waste management and remediation services	2017	19914514
39000	Ohio	Educational services	2017	6046053
39000	Ohio	Health care and social assistance	2017	56626295
39000	Ohio	Arts, entertainment, and recreation	2017	7356233
39000	Ohio	Accommodation and food services	2017	16543453
39000	Ohio	Other services (except government and government enterprises)	2017	13456607
39000	Ohio	Government and government enterprises	2017	70403780
39001	AdamsCounty	Agriculture, forestry, fishing and hunting	2017	13095
39001	AdamsCounty	Mining, quarrying, and oil and gas extraction	2017	4436
39001	AdamsCounty	Utilities	2017	726247
39001	AdamsCounty	Construction	2017	41810
39001	AdamsCounty	Manufacturing	2017	178920
39001	AdamsCounty	Wholesale trade	2017	49545
39001	AdamsCounty	Retail trade	2017	58506
39001	AdamsCounty	Transportation and warehousing	2017	15407
39001	AdamsCounty	Information	2017	
39001	AdamsCounty	Finance and insurance	2017	50355
39001	AdamsCounty	Real estate and rental and leasing	2017	91277
39001	AdamsCounty	Professional and business services	2017	
39001	AdamsCounty	Management of companies and enterprises	2017	
39001	AdamsCounty	Administrative and support and waste management and remediation services	2017	
39001	AdamsCounty	Educational services	2017	1296
39001	AdamsCounty	Health care and social assistance	2017	41903
39001	AdamsCounty	Arts, entertainment, and recreation	2017	1554
39001	AdamsCounty	Accommodation and food services	2017	15377
39001	AdamsCounty	Other services (except government and government enterprises)	2017	22023
39001	AdamsCounty	Government and government enterprises	2017	108920
39003	AllenCounty	Agriculture, forestry, fishing and hunting	2017	25266
39003	AllenCounty	Mining, quarrying, and oil and gas extraction	2017	5699
39003	AllenCounty	Utilities	2017	17593
39003	AllenCounty	Construction	2017	162729
39003	AllenCounty	Manufacturing	2017	4044438
39003	AllenCounty	Wholesale trade	2017	383874
39003	AllenCounty	Retail trade	2017	347427
39003	AllenCounty	Transportation and warehousing	2017	147372
39003	AllenCounty	Information	2017	84924
39003	AllenCounty	Finance and insurance	2017	223950
39003	AllenCounty	Real estate and rental and leasing	2017	503258
39003	AllenCounty	Professional and business services	2017	364483
39003	AllenCounty	Management of companies and enterprises	2017	69029
39003	AllenCounty	Administrative and support and waste management and remediation services	2017	189347
39003	AllenCounty	Educational services	2017	64002
39003	AllenCounty	Health care and social assistance	2017	783263
39003	AllenCounty	Arts, entertainment, and recreation	2017	14340
39003	AllenCounty	Accommodation and food services	2017	151109
39003	AllenCounty	Other services (except government and government enterprises)	2017	114486
39003	AllenCounty	Government and government enterprises	2017	504495
39005	AshlandCounty	Agriculture, forestry, fishing and hunting	2017	26377
39005	AshlandCounty	Mining, quarrying, and oil and gas extraction	2017	5260
39005	AshlandCounty	Utilities	2017	14
39005	AshlandCounty	Construction	2017	87433
39005	AshlandCounty	Manufacturing	2017	351467
39005	AshlandCounty	Wholesale trade	2017	89330
39005	AshlandCounty	Retail trade	2017	117616
39005	AshlandCounty	Transportation and warehousing	2017	
39005	AshlandCounty	Information	2017	39850
39005	AshlandCounty	Finance and insurance	2017	67277
39005	AshlandCounty	Real estate and rental and leasing	2017	224190
39005	AshlandCounty	Professional and business services	2017	134297
39005	AshlandCounty	Management of companies and enterprises	2017	4108
39005	AshlandCounty	Administrative and support and waste management and remediation services	2017	38521
39005	AshlandCounty	Educational services	2017	
39005	AshlandCounty	Health care and social assistance	2017	
39005	AshlandCounty	Arts, entertainment, and recreation	2017	6662
39005	AshlandCounty	Accommodation and food services	2017	48435
39005	AshlandCounty	Other services (except government and government enterprises)	2017	44385
39005	AshlandCounty	Government and government enterprises	2017	191419
39007	AshtabulaCounty	Agriculture, forestry, fishing and hunting	2017	43305
39007	AshtabulaCounty	Mining, quarrying, and oil and gas extraction	2017	11174
39007	AshtabulaCounty	Utilities	2017	26814
39007	AshtabulaCounty	Construction	2017	186925
39007	AshtabulaCounty	Manufacturing	2017	789075
39007	AshtabulaCounty	Wholesale trade	2017	105213
39007	AshtabulaCounty	Retail trade	2017	193373
39007	AshtabulaCounty	Transportation and warehousing	2017	107765
39007	AshtabulaCounty	Information	2017	44805
39007	AshtabulaCounty	Finance and insurance	2017	106598
39007	AshtabulaCounty	Real estate and rental and leasing	2017	423939
39007	AshtabulaCounty	Professional and business services	2017	193400
39007	AshtabulaCounty	Management of companies and enterprises	2017	48113
39007	AshtabulaCounty	Administrative and support and waste management and remediation services	2017	72899
39007	AshtabulaCounty	Educational services	2017	9490
39007	AshtabulaCounty	Health care and social assistance	2017	303257
39007	AshtabulaCounty	Arts, entertainment, and recreation	2017	10075
39007	AshtabulaCounty	Accommodation and food services	2017	87867
39007	AshtabulaCounty	Other services (except government and government enterprises)	2017	69126
39007	AshtabulaCounty	Government and government enterprises	2017	338801
39009	AthensCounty	Agriculture, forestry, fishing and hunting	2017	
39009	AthensCounty	Mining, quarrying, and oil and gas extraction	2017	19057
39009	AthensCounty	Utilities	2017	10228
39009	AthensCounty	Construction	2017	62496
39009	AthensCounty	Manufacturing	2017	
39009	AthensCounty	Wholesale trade	2017	70013
39009	AthensCounty	Retail trade	2017	150155
39009	AthensCounty	Transportation and warehousing	2017	21281
39009	AthensCounty	Information	2017	59576
39009	AthensCounty	Finance and insurance	2017	84660
39009	AthensCounty	Real estate and rental and leasing	2017	301053
39009	AthensCounty	Professional and business services	2017	123693
39009	AthensCounty	Management of companies and enterprises	2017	53278
39009	AthensCounty	Administrative and support and waste management and remediation services	2017	28697
39009	AthensCounty	Educational services	2017	3591
39009	AthensCounty	Health care and social assistance	2017	213091
39009	AthensCounty	Arts, entertainment, and recreation	2017	4097
39009	AthensCounty	Accommodation and food services	2017	92013
39009	AthensCounty	Other services (except government and government enterprises)	2017	43824
39009	AthensCounty	Government and government enterprises	2017	870616
39011	AuglaizeCounty	Agriculture, forestry, fishing and hunting	2017	126809
39011	AuglaizeCounty	Mining, quarrying, and oil and gas extraction	2017	1542
39011	AuglaizeCounty	Utilities	2017	4573
39011	AuglaizeCounty	Construction	2017	77263
39011	AuglaizeCounty	Manufacturing	2017	1027860
39011	AuglaizeCounty	Wholesale trade	2017	143801
39011	AuglaizeCounty	Retail trade	2017	117883
39011	AuglaizeCounty	Transportation and warehousing	2017	
39011	AuglaizeCounty	Information	2017	36869
39011	AuglaizeCounty	Finance and insurance	2017	77330
39011	AuglaizeCounty	Real estate and rental and leasing	2017	228633
39011	AuglaizeCounty	Professional and business services	2017	
39011	AuglaizeCounty	Management of companies and enterprises	2017	
39011	AuglaizeCounty	Administrative and support and waste management and remediation services	2017	
39011	AuglaizeCounty	Educational services	2017	3644
39011	AuglaizeCounty	Health care and social assistance	2017	123957
39011	AuglaizeCounty	Arts, entertainment, and recreation	2017	6394
39011	AuglaizeCounty	Accommodation and food services	2017	46175
39011	AuglaizeCounty	Other services (except government and government enterprises)	2017	50122
39011	AuglaizeCounty	Government and government enterprises	2017	172177
39013	BelmontCounty	Agriculture, forestry, fishing and hunting	2017	
39013	BelmontCounty	Mining, quarrying, and oil and gas extraction	2017	3361344
39013	BelmontCounty	Utilities	2017	14725
39013	BelmontCounty	Construction	2017	140187
39013	BelmontCounty	Manufacturing	2017	
39013	BelmontCounty	Wholesale trade	2017	89853
39013	BelmontCounty	Retail trade	2017	234203
39013	BelmontCounty	Transportation and warehousing	2017	97364
39013	BelmontCounty	Information	2017	94255
39013	BelmontCounty	Finance and insurance	2017	189318
39013	BelmontCounty	Real estate and rental and leasing	2017	353032
39013	BelmontCounty	Professional and business services	2017	175871
39013	BelmontCounty	Management of companies and enterprises	2017	81519
39013	BelmontCounty	Administrative and support and waste management and remediation services	2017	50578
39013	BelmontCounty	Educational services	2017	8084
39013	BelmontCounty	Health care and social assistance	2017	191806
39013	BelmontCounty	Arts, entertainment, and recreation	2017	4568
39013	BelmontCounty	Accommodation and food services	2017	83747
39013	BelmontCounty	Other services (except government and government enterprises)	2017	52880
39013	BelmontCounty	Government and government enterprises	2017	281183
39015	BrownCounty	Agriculture, forestry, fishing and hunting	2017	13527
39015	BrownCounty	Mining, quarrying, and oil and gas extraction	2017	6213
39015	BrownCounty	Utilities	2017	55819
39015	BrownCounty	Construction	2017	55908
39015	BrownCounty	Manufacturing	2017	71659
39015	BrownCounty	Wholesale trade	2017	24230
39015	BrownCounty	Retail trade	2017	68156
39015	BrownCounty	Transportation and warehousing	2017	
39015	BrownCounty	Information	2017	3993
39015	BrownCounty	Finance and insurance	2017	47339
39015	BrownCounty	Real estate and rental and leasing	2017	147154
39015	BrownCounty	Professional and business services	2017	
39015	BrownCounty	Management of companies and enterprises	2017	
39015	BrownCounty	Administrative and support and waste management and remediation services	2017	24389
39015	BrownCounty	Educational services	2017	5360
39015	BrownCounty	Health care and social assistance	2017	60478
39015	BrownCounty	Arts, entertainment, and recreation	2017	2039
39015	BrownCounty	Accommodation and food services	2017	24211
39015	BrownCounty	Other services (except government and government enterprises)	2017	32257
39015	BrownCounty	Government and government enterprises	2017	152725
39017	ButlerCounty	Agriculture, forestry, fishing and hunting	2017	27430
39017	ButlerCounty	Mining, quarrying, and oil and gas extraction	2017	20399
39017	ButlerCounty	Utilities	2017	81488
39017	ButlerCounty	Construction	2017	983017
39017	ButlerCounty	Manufacturing	2017	4577645
39017	ButlerCounty	Wholesale trade	2017	2917274
39017	ButlerCounty	Retail trade	2017	1624623
39017	ButlerCounty	Transportation and warehousing	2017	703547
39017	ButlerCounty	Information	2017	140081
39017	ButlerCounty	Finance and insurance	2017	2434732
39017	ButlerCounty	Real estate and rental and leasing	2017	1851964
39017	ButlerCounty	Professional and business services	2017	1339728
39017	ButlerCounty	Management of companies and enterprises	2017	266865
39017	ButlerCounty	Administrative and support and waste management and remediation services	2017	573621
39017	ButlerCounty	Educational services	2017	65501
39017	ButlerCounty	Health care and social assistance	2017	1271519
39017	ButlerCounty	Arts, entertainment, and recreation	2017	107987
39017	ButlerCounty	Accommodation and food services	2017	498170
39017	ButlerCounty	Other services (except government and government enterprises)	2017	407256
39017	ButlerCounty	Government and government enterprises	2017	1700989
39019	CarrollCounty	Agriculture, forestry, fishing and hunting	2017	24957
39019	CarrollCounty	Mining, quarrying, and oil and gas extraction	2017	793446
39019	CarrollCounty	Utilities	2017	35813
39019	CarrollCounty	Construction	2017	140490
39019	CarrollCounty	Manufacturing	2017	128215
39019	CarrollCounty	Wholesale trade	2017	21438
39019	CarrollCounty	Retail trade	2017	44683
39019	CarrollCounty	Transportation and warehousing	2017	36279
39019	CarrollCounty	Information	2017	7417
39019	CarrollCounty	Finance and insurance	2017	24637
39019	CarrollCounty	Real estate and rental and leasing	2017	130280
39019	CarrollCounty	Professional and business services	2017	64818
39019	CarrollCounty	Management of companies and enterprises	2017	38693
39019	CarrollCounty	Administrative and support and waste management and remediation services	2017	13117
39019	CarrollCounty	Educational services	2017	86
39019	CarrollCounty	Health care and social assistance	2017	32405
39019	CarrollCounty	Arts, entertainment, and recreation	2017	3315
39019	CarrollCounty	Accommodation and food services	2017	16444
39019	CarrollCounty	Other services (except government and government enterprises)	2017	20938
39019	CarrollCounty	Government and government enterprises	2017	71769
39021	ChampaignCounty	Agriculture, forestry, fishing and hunting	2017	66116
39021	ChampaignCounty	Mining, quarrying, and oil and gas extraction	2017	1943
39021	ChampaignCounty	Utilities	2017	
39021	ChampaignCounty	Construction	2017	54266
39021	ChampaignCounty	Manufacturing	2017	401129
39021	ChampaignCounty	Wholesale trade	2017	
39021	ChampaignCounty	Retail trade	2017	60597
39021	ChampaignCounty	Transportation and warehousing	2017	27010
39021	ChampaignCounty	Information	2017	13276
39021	ChampaignCounty	Finance and insurance	2017	60514
39021	ChampaignCounty	Real estate and rental and leasing	2017	159431
39021	ChampaignCounty	Professional and business services	2017	
39021	ChampaignCounty	Management of companies and enterprises	2017	
39021	ChampaignCounty	Administrative and support and waste management and remediation services	2017	19767
39021	ChampaignCounty	Educational services	2017	11627
39021	ChampaignCounty	Health care and social assistance	2017	46667
39021	ChampaignCounty	Arts, entertainment, and recreation	2017	6226
39021	ChampaignCounty	Accommodation and food services	2017	15940
39021	ChampaignCounty	Other services (except government and government enterprises)	2017	30800
39021	ChampaignCounty	Government and government enterprises	2017	139476
39023	ClarkCounty	Agriculture, forestry, fishing and hunting	2017	
39023	ClarkCounty	Mining, quarrying, and oil and gas extraction	2017	25319
39023	ClarkCounty	Utilities	2017	
39023	ClarkCounty	Construction	2017	130098
39023	ClarkCounty	Manufacturing	2017	673566
39023	ClarkCounty	Wholesale trade	2017	
39023	ClarkCounty	Retail trade	2017	322230
39023	ClarkCounty	Transportation and warehousing	2017	203737
39023	ClarkCounty	Information	2017	22621
39023	ClarkCounty	Finance and insurance	2017	463688
39023	ClarkCounty	Real estate and rental and leasing	2017	692141
39023	ClarkCounty	Professional and business services	2017	370282
39023	ClarkCounty	Management of companies and enterprises	2017	158375
39023	ClarkCounty	Administrative and support and waste management and remediation services	2017	124558
39023	ClarkCounty	Educational services	2017	51954
39023	ClarkCounty	Health care and social assistance	2017	502413
39023	ClarkCounty	Arts, entertainment, and recreation	2017	17773
39023	ClarkCounty	Accommodation and food services	2017	141178
39023	ClarkCounty	Other services (except government and government enterprises)	2017	146012
39023	ClarkCounty	Government and government enterprises	2017	553675
39025	ClermontCounty	Agriculture, forestry, fishing and hunting	2017	32286
39025	ClermontCounty	Mining, quarrying, and oil and gas extraction	2017	7405
39025	ClermontCounty	Utilities	2017	570552
39025	ClermontCounty	Construction	2017	389601
39025	ClermontCounty	Manufacturing	2017	734958
39025	ClermontCounty	Wholesale trade	2017	329953
39025	ClermontCounty	Retail trade	2017	629635
39025	ClermontCounty	Transportation and warehousing	2017	1118097
39025	ClermontCounty	Information	2017	
39025	ClermontCounty	Finance and insurance	2017	743785
39025	ClermontCounty	Real estate and rental and leasing	2017	986888
39025	ClermontCounty	Professional and business services	2017	702007
39025	ClermontCounty	Management of companies and enterprises	2017	107082
39025	ClermontCounty	Administrative and support and waste management and remediation services	2017	214571
39025	ClermontCounty	Educational services	2017	23606
39025	ClermontCounty	Health care and social assistance	2017	413832
39025	ClermontCounty	Arts, entertainment, and recreation	2017	51137
39025	ClermontCounty	Accommodation and food services	2017	227922
39025	ClermontCounty	Other services (except government and government enterprises)	2017	
39025	ClermontCounty	Government and government enterprises	2017	650231
39027	ClintonCounty	Agriculture, forestry, fishing and hunting	2017	23643
39027	ClintonCounty	Mining, quarrying, and oil and gas extraction	2017	268
39027	ClintonCounty	Utilities	2017	824
39027	ClintonCounty	Construction	2017	52624
39027	ClintonCounty	Manufacturing	2017	462810
39027	ClintonCounty	Wholesale trade	2017	
39027	ClintonCounty	Retail trade	2017	104024
39027	ClintonCounty	Transportation and warehousing	2017	337063
39027	ClintonCounty	Information	2017	82543
39027	ClintonCounty	Finance and insurance	2017	69079
39027	ClintonCounty	Real estate and rental and leasing	2017	231141
39027	ClintonCounty	Professional and business services	2017	232770
39027	ClintonCounty	Management of companies and enterprises	2017	61985
39027	ClintonCounty	Administrative and support and waste management and remediation services	2017	147738
39027	ClintonCounty	Educational services	2017	
39027	ClintonCounty	Health care and social assistance	2017	
39027	ClintonCounty	Arts, entertainment, and recreation	2017	9776
39027	ClintonCounty	Accommodation and food services	2017	41634
39027	ClintonCounty	Other services (except government and government enterprises)	2017	38345
39027	ClintonCounty	Government and government enterprises	2017	184066
39029	ColumbianaCounty	Agriculture, forestry, fishing and hunting	2017	
39029	ColumbianaCounty	Mining, quarrying, and oil and gas extraction	2017	149438
39029	ColumbianaCounty	Utilities	2017	
39029	ColumbianaCounty	Construction	2017	120307
39029	ColumbianaCounty	Manufacturing	2017	630797
39029	ColumbianaCounty	Wholesale trade	2017	
39029	ColumbianaCounty	Retail trade	2017	251968
39029	ColumbianaCounty	Transportation and warehousing	2017	121826
39029	ColumbianaCounty	Information	2017	38220
39029	ColumbianaCounty	Finance and insurance	2017	134126
39029	ColumbianaCounty	Real estate and rental and leasing	2017	429205
39029	ColumbianaCounty	Professional and business services	2017	143768
39029	ColumbianaCounty	Management of companies and enterprises	2017	10989
39029	ColumbianaCounty	Administrative and support and waste management and remediation services	2017	90642
39029	ColumbianaCounty	Educational services	2017	8088
39029	ColumbianaCounty	Health care and social assistance	2017	274575
39029	ColumbianaCounty	Arts, entertainment, and recreation	2017	10566
39029	ColumbianaCounty	Accommodation and food services	2017	65617
39029	ColumbianaCounty	Other services (except government and government enterprises)	2017	93799
39029	ColumbianaCounty	Government and government enterprises	2017	396393
39031	CoshoctonCounty	Agriculture, forestry, fishing and hunting	2017	28172
39031	CoshoctonCounty	Mining, quarrying, and oil and gas extraction	2017	21603
39031	CoshoctonCounty	Utilities	2017	289444
39031	CoshoctonCounty	Construction	2017	44775
39031	CoshoctonCounty	Manufacturing	2017	380469
39031	CoshoctonCounty	Wholesale trade	2017	24938
39031	CoshoctonCounty	Retail trade	2017	67764
39031	CoshoctonCounty	Transportation and warehousing	2017	40011
39031	CoshoctonCounty	Information	2017	20351
39031	CoshoctonCounty	Finance and insurance	2017	49567
39031	CoshoctonCounty	Real estate and rental and leasing	2017	145100
39031	CoshoctonCounty	Professional and business services	2017	80600
39031	CoshoctonCounty	Management of companies and enterprises	2017	
39031	CoshoctonCounty	Administrative and support and waste management and remediation services	2017	17460
39031	CoshoctonCounty	Educational services	2017	4459
39031	CoshoctonCounty	Health care and social assistance	2017	79522
39031	CoshoctonCounty	Arts, entertainment, and recreation	2017	3364
39031	CoshoctonCounty	Accommodation and food services	2017	21192
39031	CoshoctonCounty	Other services (except government and government enterprises)	2017	33130
39031	CoshoctonCounty	Government and government enterprises	2017	114645
39033	CrawfordCounty	Agriculture, forestry, fishing and hunting	2017	6554
39033	CrawfordCounty	Mining, quarrying, and oil and gas extraction	2017	3575
39033	CrawfordCounty	Utilities	2017	3339
39033	CrawfordCounty	Construction	2017	41839
39033	CrawfordCounty	Manufacturing	2017	274195
39033	CrawfordCounty	Wholesale trade	2017	59472
39033	CrawfordCounty	Retail trade	2017	80861
39033	CrawfordCounty	Transportation and warehousing	2017	
39033	CrawfordCounty	Information	2017	5262
39033	CrawfordCounty	Finance and insurance	2017	136679
39033	CrawfordCounty	Real estate and rental and leasing	2017	205800
39033	CrawfordCounty	Professional and business services	2017	
39033	CrawfordCounty	Management of companies and enterprises	2017	
39033	CrawfordCounty	Administrative and support and waste management and remediation services	2017	
39033	CrawfordCounty	Educational services	2017	
39033	CrawfordCounty	Health care and social assistance	2017	
39033	CrawfordCounty	Arts, entertainment, and recreation	2017	2285
39033	CrawfordCounty	Accommodation and food services	2017	31341
39033	CrawfordCounty	Other services (except government and government enterprises)	2017	30721
39033	CrawfordCounty	Government and government enterprises	2017	142715
39035	CuyahogaCounty	Agriculture, forestry, fishing and hunting	2017	15301
39035	CuyahogaCounty	Mining, quarrying, and oil and gas extraction	2017	89633
39035	CuyahogaCounty	Utilities	2017	212630
39035	CuyahogaCounty	Construction	2017	2298838
39035	CuyahogaCounty	Manufacturing	2017	9102142
39035	CuyahogaCounty	Wholesale trade	2017	6559227
39035	CuyahogaCounty	Retail trade	2017	4021798
39035	CuyahogaCounty	Transportation and warehousing	2017	2257403
39035	CuyahogaCounty	Information	2017	3211271
39035	CuyahogaCounty	Finance and insurance	2017	12447954
39035	CuyahogaCounty	Real estate and rental and leasing	2017	11321765
39035	CuyahogaCounty	Professional and business services	2017	14266075
