	RegionName	RegionID	SizeRank	RegionType	StateName	2008-04-30	2008-05-31	2008-06-30	2008-07-31	2008-08-31	2008-09-30	2008-10-31	2008-11-30	2008-12-31	2009-01-31	2009-02-28	2009-03-31	2009-04-30	2009-05-31	2009-06-30	2009-07-31	2009-08-31	2009-09-30	2009-10-31	2009-11-30	2009-12-31	2010-01-31	2010-02-28	2010-03-31	2010-04-30	2010-05-31	2010-06-30	2010-07-31	2010-08-31	2010-09-30	2010-10-31	2010-11-30	2010-12-31	2011-01-31	2011-02-28	2011-03-31	2011-04-30	2011-05-31	2011-06-30	2011-07-31	2011-08-31	2011-09-30	2011-10-31	2011-11-30	2011-12-31	2012-01-31	2012-02-29	2012-03-31	2012-04-30	2012-05-31	2012-06-30	2012-07-31	2012-08-31	2012-09-30	2012-10-31	2012-11-30	2012-12-31	2013-01-31	2013-02-28	2013-03-31	2013-04-30	2013-05-31	2013-06-30	2013-07-31	2013-08-31	2013-09-30	2013-10-31	2013-11-30	2013-12-31	2014-01-31	2014-02-28	2014-03-31	2014-04-30	2014-05-31	2014-06-30	2014-07-31	2014-08-31	2014-09-30	2014-10-31	2014-11-30	2014-12-31	2015-01-31	2015-02-28	2015-03-31	2015-04-30	2015-05-31	2015-06-30	2015-07-31	2015-08-31	2015-09-30	2015-10-31	2015-11-30	2015-12-31	2016-01-31	2016-02-29	2016-03-31	2016-04-30	2016-05-31	2016-06-30	2016-07-31	2016-08-31	2016-09-30	2016-10-31	2016-11-30	2016-12-31	2017-01-31	2017-02-28	2017-03-31	2017-04-30	2017-05-31	2017-06-30	2017-07-31	2017-08-31	2017-09-30	2017-10-31	2017-11-30	2017-12-31	2018-01-31	2018-02-28	2018-03-31	2018-04-30	2018-05-31	2018-06-30	2018-07-31	2018-08-31	2018-09-30	2018-10-31	2018-11-30	2018-12-31	2019-01-31	2019-02-28	2019-03-31	2019-04-30	2019-05-31	2019-06-30	2019-07-31	2019-08-31	2019-09-30	2019-10-31	2019-11-30	2019-12-31	2020-01-31	2020-02-29	2020-03-31	2020-04-30	2020-05-31	2020-06-30	2020-07-31	2020-08-31	2020-09-30	2020-10-31
28	Cincinnati, OH	394466	28	Msa	OH	144629.0	146667.0	149333.0	150667.0	152333.0	150833.0	148183.0	144517.0	141850.0	138167.0	138500.0	139300.0	142117.0	142117.0	143483.0	142750.0	142083.0	139717.0	138967.0	137633.0	136995.0	135516.0	135932.0	135881.0	136693.0	137027.0	139417.0	144372.0	149422.0	150072.0	148450.0	144139.0	143489.0	141822.0	139500.0	136133.0	136133.0	139967.0	147415.0	152415.0	154748.0	149000.0	143667.0	140800.0	140767.0	138767.0	133633.0	131414.0	133748.0	139414.0	145000.0	148333.0	150667.0	148000.0	144667.0	140667.0	141283.0	141217.0	141217.0	141600.0	144667.0	150667.0	155667.0	160333.0	159765.0	157265.0	152932.0	149583.0	148417.0	142417.0	137967.0	135633.0	138450.0	144150.0	149650.0	155500.0	157167.0	154333.0	151000.0	149000.0	149000.0	147167.0	144833.0	144817.0	146650.0	152650.0	156000.0	160667.0	159000.0	157333.0	153167.0	150700.0	150700.0	148367.0	147817.0	146150.0	151565.0	156248.0	162915.0	166633.0	166633.0	163300.0	160000.0	159967.0	159933.0	159267.0	156612.0	156545.0	159045.0	163400.0	168500.0	171667.0	174984.0	172983.0	170483.0	169283.0	169950.0	169117.0	167000.0	168712.0	172545.0	177545.0	180167.0	181792.0	182458.0	178942.0	175817.0	175117.0	175300.0	173800.0	171500.0	172667.0	177108.0	182757.0	188323.0	191382.0	189900.0	186833.0	183500.0	183300.0	184133.0	181467.0	180417.0	182917.0	192217.0	195133.0	199467.0	202833.0	211119.0	210786.0	212453.0
29	Cleveland, OH	394475	29	Msa	OH	130333.0	131000.0	133000.0	133333.0	134333.0	133200.0	132167.0	128855.0	128322.0	125022.0	124000.0	121333.0	124083.0	124417.0	126583.0	124833.0	124667.0	123167.0	123000.0	121167.0	118333.0	118167.0	119000.0	121700.0	121000.0	122833.0	126433.0	129767.0	132850.0	131217.0	131250.0	128658.0	127824.0	126124.0	123300.0	119300.0	118333.0	120667.0	127333.0	129967.0	131967.0	130300.0	129000.0	127000.0	123667.0	119167.0	115800.0	112467.0	117300.0	120000.0	128333.0	131667.0	136333.0	133333.0	130967.0	126842.0	126408.0	121442.0	120817.0	120883.0	124217.0	128300.0	134367.0	139367.0	139367.0	137667.0	132667.0	128667.0	122667.0	118333.0	112833.0	113833.0	117833.0	124000.0	129000.0	132667.0	135667.0	131933.0	129600.0	127267.0	128333.0	123550.0	118717.0	117017.0	120767.0	127800.0	132833.0	138533.0	140000.0	138333.0	135983.0	132150.0	130483.0	125500.0	124250.0	120917.0	124250.0	128833.0	138500.0	142500.0	142333.0	139000.0	135233.0	134567.0	132233.0	129521.0	128188.0	127488.0	131633.0	137467.0	144167.0	149000.0	148167.0	146500.0	144167.0	144133.0	142467.0	138300.0	134250.0	133583.0	137917.0	142500.0	147348.0	149315.0	150482.0	149600.0	146633.0	144117.0	140817.0	141817.0	139633.0	141633.0	142533.0	150533.0	157700.0	163800.0	163733.0	159567.0	155900.0	152633.0	150633.0	149633.0	149667.0	152367.0	157367.0	162367.0	166633.0	169633.0	172967.0	173667.0	174092.0
30	Kansas City, MO	394735	30	Msa	MO	152133.0	156650.0	160150.0	161650.0	160167.0	154833.0	151333.0	146333.0	143633.0	137967.0	134067.0	135767.0	141100.0	148167.0	151167.0	155500.0	156500.0	153167.0	149167.0	146250.0	145750.0	142583.0	137000.0	138275.0	142425.0	150425.0	155817.0	158167.0	157667.0	152833.0	147708.0	144875.0	142208.0	138567.0	133383.0	132550.0	133317.0	136833.0	142667.0	148333.0	148633.0	142967.0	140775.0	140442.0	138442.0	133300.0	129983.0	130983.0	136650.0	145000.0	153000.0	156617.0	157283.0	155950.0	153333.0	150333.0	149967.0	145633.0	141300.0	139000.0	144667.0	155333.0	164667.0	170833.0	170167.0	165167.0	162333.0	161667.0	161667.0	159333.0	154000.0	150667.0	153667.0	162167.0	171750.0	176917.0	177450.0	173450.0	168617.0	166667.0	167083.0	164417.0	161333.0	160333.0	167077.0	175743.0	184040.0	185630.0	183947.0	178150.0	175250.0	173017.0	173517.0	170750.0	168433.0	167433.0	174100.0	183667.0	193333.0	196787.0	196287.0	191954.0	190167.0	186333.0	185667.0	181917.0	183483.0	184983.0	190733.0	198133.0	207161.0	211827.0	210861.0	205333.0	200000.0	197967.0	197967.0	200633.0	200333.0	203667.0	208000.0	215000.0	219500.0	221167.0	218583.0	212417.0	209750.0	209667.0	209667.0	208750.0	206417.0	209833.0	215917.0	225917.0	234133.0	235467.0	233792.0	228425.0	223592.0	220267.0	220667.0	221000.0	221000.0	225992.0	233292.0	240958.0	244300.0	250250.0	254583.0	257083.0	256167.0
31	Las Vegas, NV	394775	31	Msa	NV	263301.0	261400.0	259378.0	256878.0	250772.0	245497.0	240313.0	233983.0	229407.0	220362.0	213695.0	204938.0	199370.0	195536.0	188870.0	183497.0	175683.0	172349.0	167353.0	164667.0	159956.0	155923.0	151923.0	149967.0	150000.0	149392.0	149754.0	148087.0	147028.0	146648.0	144982.0	145752.0	144103.0	143103.0	140667.0	137330.0	136663.0	134997.0	134676.0	136343.0	136423.0	136747.0	135414.0	135078.0	134412.0	131745.0	130891.0	129891.0	132225.0	134483.0	137483.0	138800.0	140983.0	143898.0	146218.0	149552.0	151970.0	156667.0	158333.0	162250.0	167250.0	172250.0	176000.0	178015.0	183015.0	187015.0	189967.0	191300.0	191967.0	193000.0	193333.0	194333.0	193367.0	193408.0	195042.0	198008.0	201300.0	204094.0	206094.0	208810.0	210133.0	210133.0	209212.0	207795.0	209795.0	211333.0	216000.0	219000.0	222245.0	223245.0	224078.0	226500.0	226467.0	225633.0	223300.0	221667.0	223333.0	224300.0	224508.0	222808.0	221175.0	222633.0	223417.0	225750.0	227417.0	233993.0	239747.0	244747.0	247105.0	248017.0	251350.0	255000.0	258333.0	261667.0	262718.0	264385.0	267718.0	269000.0	272333.0	273667.0	279667.0	284000.0	287000.0	287000.0	287500.0	291467.0	294800.0	297967.0	298254.0	299921.0	300254.0	300105.0	299405.0	298248.0	298139.0	298839.0	301663.0	304333.0	304333.0	304050.0	302383.0	300383.0	300667.0	299667.0	300500.0	298833.0	302167.0	307011.0	310928.0	312595.0	314917.0
32	Columbus, OH	394492	32	Msa	OH	151517.0	154983.0	155950.0	154300.0	153300.0	151333.0	149667.0	145817.0	145817.0	148817.0	151100.0	151067.0	148067.0	146517.0	146183.0	147517.0	148250.0	147283.0	145283.0	145667.0	145333.0	149550.0	153550.0	153717.0	152333.0	150667.0	154500.0	158000.0	161067.0	158783.0	154750.0	151683.0	155533.0	155383.0	153717.0	149150.0	151667.0	151667.0	155333.0	156117.0	157117.0	152117.0	148000.0	147000.0	148333.0	147417.0	142250.0	139417.0	141349.0	146182.0	150349.0	154417.0	157250.0	155750.0	149925.0	145992.0	146792.0	147200.0	145267.0	143967.0	144617.0	149317.0	155650.0	163250.0	166083.0	163417.0	158383.0	155550.0	154550.0	152517.0	148600.0	147233.0	149017.0	154900.0	159933.0	163300.0	163333.0	161658.0	159958.0	158625.0	159800.0	156967.0	156633.0	155550.0	157383.0	164050.0	169300.0	174083.0	174083.0	172750.0	170667.0	169500.0	167833.0	167500.0	165317.0	165317.0	167317.0	171167.0	173833.0	176833.0	177800.0	178133.0	175800.0	175300.0	174967.0	175008.0	172375.0	172392.0	175017.0	182667.0	189150.0	192983.0	191233.0	187767.0	187267.0	187167.0	191967.0	193333.0	195867.0	194517.0	195000.0	197500.0	205017.0	208167.0	207333.0	201467.0	199767.0	198100.0	199933.0	198300.0	199867.0	199900.0	206233.0	213000.0	219667.0	220000.0	215000.0	207000.0	202000.0	200333.0	200000.0	201650.0	202983.0	210317.0	215300.0	222300.0	223267.0	230967.0	234300.0	236000.0	233833.0
33	Indianapolis, IN	394705	33	Msa	IN	121633.0	125600.0	128133.0	130967.0	130667.0	127150.0	125000.0	120667.0	119333.0	110967.0	105200.0	103217.0	108067.0	118000.0	122333.0	127167.0	127167.0	127167.0	124833.0	121983.0	120907.0	115573.0	112590.0	113667.0	120167.0	127833.0	130333.0	131167.0	129833.0	129000.0	128633.0	127727.0	128060.0	122427.0	119967.0	115633.0	121300.0	123333.0	127333.0	129667.0	131333.0	129667.0	126667.0	124667.0	123333.0	120183.0	115517.0	116850.0	122333.0	130667.0	136667.0	137667.0	137608.0	130608.0	128126.0	125817.0	128484.0	124967.0	120333.0	118567.0	121900.0	128917.0	135317.0	141317.0	142967.0	139667.0	137967.0	134933.0	137600.0	131967.0	131667.0	128200.0	132233.0	135533.0	141667.0	147467.0	150833.0	149667.0	146500.0	144167.0	142900.0	139233.0	134900.0	136333.0	141917.0	151083.0	156417.0	160133.0	159300.0	156600.0	150712.0	148046.0	145579.0	143467.0	141800.0	142633.0	148667.0	155333.0	159667.0	162833.0	161500.0	160500.0	158667.0	158167.0	158052.0	154385.0	153885.0	154947.0	160280.0	165947.0	170000.0	173572.0	172872.0	170188.0	168950.0	168683.0	169667.0	166333.0	165300.0	167000.0	173333.0	179667.0	186333.0	188333.0	186667.0	181667.0	178500.0	178500.0	179000.0	177667.0	175000.0	175167.0	181000.0	188000.0	195000.0	199000.0	201333.0	197000.0	195000.0	191633.0	193300.0	188300.0	188333.0	193333.0	203333.0	211667.0	215000.0	219967.0	223967.0	223967.0	224000.0
34	San Jose, CA	395059	34	Msa	CA	697333.0	694167.0	691167.0	678500.0	651667.0	621667.0	591667.0	558500.0	528083.0	501417.0	492917.0	478500.0	486333.0	506333.0	535000.0	552167.0	548833.0	538333.0	530000.0	524000.0	524250.0	508917.0	496583.0	500656.0	519289.0	543956.0	549633.0	559667.0	554333.0	549833.0	543167.0	535500.0	530000.0	502667.0	489333.0	491833.0	510833.0	526833.0	539250.0	544583.0	542250.0	523000.0	504333.0	496333.0	485667.0	470667.0	458333.0	469417.0	503417.0	535417.0	562083.0	578083.0	586750.0	577333.0	567333.0	567042.0	570375.0	569042.0	568667.0	585333.0	627500.0	664167.0	689000.0	690333.0	685333.0	678500.0	674667.0	673000.0	665000.0	651000.0	654333.0	676167.0	711833.0	732833.0	744333.0	741000.0	738500.0	730167.0	731750.0	728250.0	722250.0	703333.0	702167.0	724833.0	761500.0	796000.0	814333.0	831667.0	833333.0	820333.0	803667.0	792583.0	791917.0	776750.0	775000.0	787167.0	832333.0	865167.0	875833.0	870833.0	850833.0	845000.0	838583.0	840417.0	834083.0	823000.0	824500.0	854167.0	893333.0	928000.0	941333.0	946667.0	942000.0	945333.0	955000.0	973667.0	980333.0	970833.0	1003833.0	1074500.0	1142333.0	1174000.0	1160000.0	1140667.0	1119000.0	1079000.0	1081667.0	1054667.0	1037667.0	999333.0	987750.0	1018083.0	1049750.0	1083333.0	1096667.0	1098333.0	1070000.0	1033333.0	1005000.0	1015000.0	1011333.0	991333.0	1003000.0	1046000.0	1107667.0	1124167.0	1124833.0	1123167.0	1130000.0	1140000.0	1170000.0
35	Austin, TX	394355	35	Msa	TX	188667.0	193083.0	195582.0	196951.0	197535.0	194620.0	191250.0	189250.0	187167.0	185500.0	184167.0	183333.0	186667.0	188300.0	194133.0	195133.0	193167.0	188667.0	186000.0	182667.0	185167.0	181833.0	184275.0	181441.0	186401.0	187593.0	192260.0	200755.0	204121.0	203455.0	196783.0	190232.0	190232.0	186698.0	189917.0	185667.0	189083.0	191417.0	197333.0	196667.0	196000.0	192667.0	193000.0	189667.0	189500.0	184250.0	185307.0	188773.0	198023.0	205300.0	210871.0	212871.0	212787.0	208000.0	203874.0	201117.0	203930.0	205278.0	207118.0	209956.0	217233.0	224867.0	228608.0	229775.0	226375.0	222900.0	219650.0	219750.0	221417.0	219333.0	222500.0	225800.0	234467.0	239633.0	245191.0	247758.0	249425.0	245567.0	243179.0	241179.0	244179.0	244900.0	245233.0	247233.0	255828.0	264828.0	270162.0	271300.0	268967.0	263633.0	260000.0	260000.0	265167.0	264833.0	266167.0	267760.0	276427.0	282593.0	288833.0	288833.0	288075.0	281408.0	280158.0	280996.0	286329.0	284312.0	284067.0	284733.0	293402.0	299402.0	305402.0	305000.0	301333.0	294333.0	290841.0	289841.0	294507.0	296124.0	299124.0	297790.0	304667.0	310995.0	318328.0	318328.0	319000.0	312747.0	309414.0	302410.0	303330.0	299997.0	298333.0	300333.0	308667.0	321667.0	327997.0	329663.0	326330.0	321656.0	321656.0	318656.0	321663.0	317046.0	320379.0	323716.0	329997.0	332663.0	335997.0	345000.0	352916.0	357916.0	363333.0
36	Virginia Beach, VA	395194	36	Msa	VA	223333.0	225333.0	228333.0	232333.0	235667.0	230667.0	225900.0	222567.0	222567.0	220667.0	217000.0	217000.0	221000.0	226333.0	230667.0	232550.0	232550.0	229883.0	225000.0	220333.0	219167.0	220833.0	223833.0	224000.0	222333.0	222333.0	227508.0	234508.0	238742.0	237900.0	232567.0	230333.0	229150.0	229150.0	225483.0	219333.0	217923.0	217923.0	223089.0	224500.0	226298.0	223465.0	215298.0	211833.0	211500.0	211113.0	208113.0	205113.0	211967.0	216752.0	223393.0	226426.0	228849.0	227291.0	225958.0	223417.0	223333.0	221026.0	218692.0	215359.0	216000.0	219667.0	228685.0	234852.0	238518.0	231167.0	225000.0	220000.0	218333.0	213333.0	209317.0	210800.0	217467.0	222817.0	229633.0	232300.0	233467.0	228500.0	223833.0	223000.0	223000.0	221667.0	219000.0	217667.0	221000.0	226667.0	231333.0	238550.0	240550.0	239550.0	232300.0	227117.0	227683.0	227383.0	226567.0	224667.0	230000.0	235317.0	241767.0	243100.0	244283.0	240167.0	238800.0	237633.0	239133.0	235833.0	234167.0	232633.0	236967.0	239300.0	246667.0	248967.0	249967.0	243300.0	240000.0	238300.0	238467.0	236800.0	238333.0	239833.0	241500.0	245667.0	250000.0	253333.0	250000.0	246500.0	244833.0	243833.0	242300.0	236600.0	236683.0	235400.0	242767.0	248683.0	256633.0	260800.0	259496.0	256446.0	250612.0	246883.0	244967.0	244300.0	244000.0	247333.0	251333.0	259967.0	263300.0	271600.0	271743.0	275076.0	271776.0
37	Nashville, TN	394902	37	Msa	TN	166317.0	170617.0	174933.0	176833.0	174867.0	171533.0	168633.0	166033.0	164400.0	162837.0	163437.0	162737.0	161967.0	162415.0	164782.0	166598.0	165065.0	160065.0	156831.0	155583.0	157975.0	157725.0	156067.0	155309.0	155351.0	159675.0	164044.0	170669.0	174086.0	172935.0	169735.0	164652.0	163133.0	162982.0	159982.0	157863.0	157048.0	160348.0	164133.0	169633.0	174333.0	171000.0	164000.0	159733.0	163958.0	164097.0	163697.0	159545.0	161994.0	166994.0	174088.0	180500.0	180833.0	177000.0	173634.0	173301.0	176499.0	173198.0	171498.0	167633.0	172633.0	178000.0	186967.0	192267.0	193167.0	189767.0	186217.0	184983.0	185750.0	183667.0	182500.0	180833.0	183167.0	187383.0	195717.0	201050.0	203000.0	197333.0	194333.0	194333.0	197333.0	197667.0	197000.0	197435.0	200890.0	206557.0	213122.0	218000.0	218586.0	218253.0	216881.0	216695.0	218695.0	218733.0	218333.0	217500.0	221500.0	229167.0	235167.0	241500.0	242000.0	240620.0	239920.0	239087.0	241967.0	240667.0	241667.0	243333.0	246667.0	253333.0	259789.0	264755.0	266344.0	264388.0	262722.0	262800.0	265633.0	265810.0	266420.0	266111.0	270968.0	275357.0	281167.0	286167.0	287833.0	281667.0	278000.0	275960.0	281960.0	280960.0	281000.0	281000.0	284333.0	291333.0	297000.0	301633.0	301633.0	298300.0	295833.0	295800.0	297467.0	294967.0	290174.0	291122.0	297772.0	302598.0	304950.0	310633.0	317300.0	319913.0	320913.0
38	Providence, RI	395005	38	Msa	RI	253333.0	252667.0	255000.0	255000.0	252300.0	244967.0	241633.0	234083.0	230250.0	221917.0	216333.0	213833.0	214167.0	216500.0	220500.0	223500.0	227333.0	224833.0	221500.0	216833.0	213667.0	213667.0	213667.0	213333.0	214000.0	214000.0	219000.0	224583.0	229917.0	229917.0	226400.0	222033.0	220367.0	218633.0	216000.0	211000.0	204000.0	205667.0	212333.0	220000.0	218333.0	215833.0	209667.0	206000.0	197750.0	195417.0	192233.0	192983.0	193150.0	198000.0	205667.0	213333.0	217000.0	210967.0	206633.0	204633.0	208000.0	204333.0	200833.0	197500.0	199500.0	206650.0	218317.0	226617.0	229633.0	224633.0	220333.0	215667.0	212333.0	213167.0	208433.0	208433.0	207567.0	213967.0	222300.0	228333.0	231333.0	227667.0	229000.0	227667.0	225667.0	222667.0	217667.0	218333.0	215000.0	223333.0	231667.0	241667.0	245665.0	242632.0	239298.0	233967.0	232633.0	232600.0	230600.0	231633.0	233333.0	240000.0	246667.0	254667.0	258000.0	256333.0	250000.0	250300.0	246967.0	245300.0	239667.0	238750.0	243750.0	249083.0	261000.0	267000.0	271333.0	270333.0	266500.0	265683.0	262350.0	258500.0	254950.0	256117.0	261133.0	266667.0	274000.0	279833.0	281000.0	277500.0	273900.0	272233.0	270233.0	266333.0	262983.0	264950.0	270917.0	282433.0	290767.0	298133.0	298300.0	296667.0	292492.0	292492.0	289158.0	290000.0	283750.0	290383.0	295717.0	305300.0	307000.0	312750.0	322750.0	329417.0	331667.0
39	Milwaukee, WI	394862	39	Msa	WI	179333.0	184500.0	188167.0	192167.0	195167.0	193000.0	187450.0	182700.0	180183.0	180067.0	179983.0	176667.0	177333.0	175667.0	180917.0	181917.0	184417.0	181000.0	176250.0	172083.0	171250.0	172633.0	173300.0	173967.0	171333.0	171667.0	172667.0	181333.0	188500.0	190833.0	187167.0	182667.0	176667.0	172833.0	171167.0	167933.0	164433.0	161767.0	167633.0	174267.0	177467.0	175000.0	170033.0	163833.0	162300.0	158967.0	153800.0	151133.0	154467.0	161467.0	168167.0	171833.0	178333.0	178500.0	175142.0	163108.0	154608.0	149633.0	148642.0	149975.0	154975.0	163300.0	173633.0	181633.0	185667.0	180650.0	175150.0	169483.0	166875.0	163042.0	161342.0	163783.0	164783.0	169817.0	174333.0	184000.0	188333.0	187333.0	183417.0	181750.0	181417.0	175333.0	167667.0	165833.0	172333.0	183333.0	192167.0	194300.0	197967.0	191300.0	191750.0	181983.0	181950.0	176200.0	172950.0	172983.0	177483.0	184133.0	190800.0	190350.0	192050.0	188700.0	187650.0	182983.0	175500.0	171250.0	166917.0	171084.0	177250.0	186250.0	194567.0	198317.0	201650.0	195583.0	192250.0	190767.0	188517.0	183517.0	176667.0	176333.0	184667.0	190917.0	202917.0	208333.0	212750.0	207717.0	202300.0	198300.0	194000.0	189000.0	184800.0	191633.0	200350.0	207883.0	209383.0	207333.0	209000.0	208000.0	204333.0	200333.0	194000.0	192000.0	188167.0	193283.0	202183.0	210683.0	214233.0	216000.0	223667.0	226667.0	225000.0
40	Jacksonville, FL	394714	40	Msa	FL	190417.0	192667.0	194633.0	197883.0	197217.0	194083.0	190167.0	185833.0	182383.0	178967.0	179633.0	178967.0	175717.0	173383.0	175667.0	178917.0	179369.0	172869.0	169853.0	165817.0	163983.0	163083.0	162333.0	165167.0	166610.0	166610.0	166677.0	162233.0	164233.0	163000.0	162667.0	162833.0	159500.0	157833.0	150000.0	151667.0	151633.0	157300.0	157300.0	160333.0	159663.0	157997.0	156330.0	153000.0	153865.0	149165.0	147498.0	143300.0	147783.0	152783.0	161783.0	164333.0	165967.0	159767.0	159950.0	159950.0	161483.0	164300.0	161750.0	164083.0	168417.0	176833.0	185133.0	187717.0	190883.0	189250.0	187333.0	184998.0	186832.0	187165.0	188833.0	192461.0	195461.0	201461.0	203667.0	207333.0	204667.0	200664.0	198431.0	198131.0	202033.0	198267.0	200233.0	199050.0	203050.0	204713.0	208662.0	210995.0	208662.0	202997.0	202330.0	204650.0	208317.0	206650.0	203000.0	201333.0	201300.0	206448.0	211448.0	217815.0	218667.0	214333.0	212000.0	211333.0	214667.0	211333.0	209957.0	209290.0	215290.0	221667.0	226663.0	231663.0	228463.0	226800.0	222900.0	225098.0	228432.0	228998.0	231667.0	232000.0	236667.0	238667.0	243967.0	246633.0	247933.0	243967.0	242208.0	243808.0	247141.0	243669.0	242102.0	241534.0	246098.0	247765.0	249533.0	254533.0	257533.0	256333.0	253000.0	248333.0	248333.0	246633.0	248297.0	249463.0	252830.0	256073.0	258540.0	265207.0	266967.0	268663.0	267663.0
41	Memphis, TN	394849	41	Msa	TN	141678.0	146594.0	148458.0	151917.0	152667.0	150554.0	144554.0	142313.0	141759.0	142076.0	139283.0	138783.0	139633.0	144700.0	147533.0	151700.0	150333.0	150333.0	145333.0	144000.0	141250.0	137917.0	135067.0	135483.0	137992.0	140925.0	141592.0	142383.0	145458.0	147125.0	147492.0	146550.0	143217.0	137383.0	132833.0	131817.0	135397.0	133731.0	135431.0	136183.0	139183.0	139583.0	138050.0	136717.0	135050.0	134400.0	129461.0	130044.0	134994.0	139933.0	142933.0	146317.0	147983.0	145267.0	136950.0	131950.0	129333.0	129333.0	130550.0	131217.0	134550.0	141667.0	149083.0	156750.0	158750.0	157333.0	152000.0	151667.0	149000.0	147000.0	140333.0	140667.0	142333.0	148817.0	154817.0	160483.0	160333.0	157665.0	151815.0	148815.0	144817.0	142983.0	144617.0	144950.0	150300.0	153333.0	161667.0	161667.0	162667.0	158667.0	157900.0	156900.0	154233.0	149817.0	145150.0	145733.0	149167.0	155833.0	165250.0	170667.0	171667.0	164333.0	161500.0	161250.0	161900.0	157358.0	152358.0	151375.0	157250.0	162833.0	170500.0	176000.0	176983.0	173650.0	168817.0	167483.0	165817.0	165983.0	159167.0	159467.0	161133.0	173633.0	181333.0	186700.0	183367.0	179367.0	175667.0	173983.0	171650.0	166650.0	168000.0	169667.0	176333.0	181667.0	191667.0	198333.0	197417.0	190717.0	184050.0	182633.0	183900.0	182233.0	181900.0	183000.0	192967.0	200633.0	206800.0	210167.0	213500.0	216250.0	217150.0
42	Oklahoma City, OK	394935	42	Msa	OK	119126.0	122459.0	126667.0	127333.0	128667.0	126167.0	125700.0	122700.0	121367.0	121000.0	122667.0	125167.0	123667.0	125333.0	126667.0	130692.0	129358.0	128025.0	125233.0	124900.0	123900.0	122633.0	121772.0	122938.0	124638.0	126167.0	129000.0	130667.0	131167.0	130500.0	128855.0	130355.0	129355.0	131000.0	128833.0	128217.0	126550.0	130050.0	133667.0	137000.0	135250.0	132250.0	131417.0	130333.0	131167.0	130667.0	131000.0	131417.0	132083.0	135917.0	138000.0	140167.0	141000.0	141567.0	142567.0	142067.0	141000.0	138500.0	137833.0	139000.0	140667.0	141667.0	144167.0	148833.0	151167.0	149667.0	146000.0	143833.0	144500.0	142672.0	143506.0	144506.0	148667.0	151667.0	155000.0	158333.0	158333.0	156667.0	155667.0	155667.0	157000.0	154667.0	154338.0	152005.0	152717.0	154713.0	160379.0	164667.0	165167.0	162383.0	159883.0	157050.0	155667.0	156373.0	156373.0	156873.0	157167.0	160250.0	162917.0	166083.0	166583.0	165250.0	163583.0	163000.0	163983.0	162650.0	162650.0	162000.0	163633.0	165467.0	168467.0	169833.0	170333.0	169167.0	165833.0	164333.0	164000.0	164000.0	164167.0	164167.0	168134.0	170634.0	171800.0	172833.0	172333.0	173667.0	173667.0	173333.0	172500.0	172500.0	175833.0	179250.0	183026.0	184692.0	190342.0	189900.0	191067.0	186833.0	186000.0	185500.0	185500.0	184667.0	184833.0	186833.0	191825.0	194325.0	197991.0	201333.0	207000.0	207667.0	207667.0
43	Louisville-Jefferson County, KY	394807	43	Msa	KY	136667.0	139500.0	142525.0	143608.0	144775.0	142417.0	141133.0	135467.0	134201.0	132234.0	131559.0	129992.0	132958.0	135300.0	139283.0	140150.0	141817.0	139908.0	137408.0	134042.0	133300.0	132967.0	134333.0	136333.0	137500.0	140790.0	142457.0	146623.0	148667.0	148333.0	143983.0	143950.0	143267.0	144250.0	141950.0	141633.0	141333.0	141667.0	143500.0	147167.0	147500.0	145417.0	142750.0	140583.0	139167.0	137667.0	136083.0	138750.0	141233.0	145317.0	146150.0	146167.0	144833.0	143289.0	144256.0	145222.0	145933.0	141450.0	137118.0	134785.0	136135.0	141500.0	148500.0	154583.0	155250.0	152000.0	147417.0	145750.0	142000.0	140333.0	137000.0	137333.0	139642.0	143992.0	149983.0	154008.0	156325.0	154000.0	151667.0	148333.0	147583.0	145250.0	146217.0	147633.0	151633.0	157817.0	163800.0	167133.0	165317.0	159333.0	156000.0	153000.0	153967.0	153267.0	151600.0	151600.0	152300.0	158800.0	163833.0	172000.0	173833.0	173333.0	168483.0	167383.0	164517.0	162867.0	159300.0	159333.0	162333.0	168000.0	175633.0	180967.0	180800.0	177833.0	174500.0	174667.0	175000.0	174000.0	172333.0	170633.0	172633.0	177633.0	184300.0	189967.0	189433.0	183800.0	179633.0	178167.0	181167.0	180300.0	181283.0	180450.0	181150.0	185467.0	192967.0	200633.0	200667.0	196667.0	191667.0	188019.0	189019.0	186519.0	187833.0	188500.0	193255.0	197255.0	202255.0	211333.0	218000.0	220500.0	217250.0
