	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Published_Value	Published_UOM	Estimated_Real_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type	Measure_Hierarchy_Level	GeoFIPS_Type	County_FIPS	County_Name	PZ_Name	WDB_Name	State_FIPS	State_Name	Region_FIPS	Region_Name	Nation_FIPS	Nation_Name
66	" ""37131"""	Northampton, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	22063	UNIT	22063			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37131"""	Northampton, NC	Northeast	Turning Point	37000	North Carolina	95000	Southeast	0	USA
67	" ""37133"""	Onslow, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	151068	UNIT	151068			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37133"""	Onslow, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
68	" ""37135"""	Orange, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	118684	UNIT	118684			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37135"""	Orange, NC	North Central	Regional Partnership	37000	North Carolina	95000	Southeast	0	USA
69	" ""37137"""	Pamlico, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	12848	UNIT	12848			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37137"""	Pamlico, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
70	" ""37139"""	Pasquotank, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	34787	UNIT	34787			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37139"""	Pasquotank, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
71	" ""37141"""	Pender, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	41610	UNIT	41610			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37141"""	Pender, NC	Southeast	Cape Fear	37000	North Carolina	95000	Southeast	0	USA
72	" ""37143"""	Perquimans, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	11533	UNIT	11533			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37143"""	Perquimans, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
73	" ""37145"""	Person, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	36085	UNIT	36085			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37145"""	Person, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
74	" ""37147"""	Pitt, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	136605	UNIT	136605			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37147"""	Pitt, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	0	USA
75	" ""37149"""	Polk, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	18683	UNIT	18683			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37149"""	Polk, NC	Western	Region C	37000	North Carolina	95000	Southeast	0	USA
76	" ""37151"""	Randolph, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	132092	UNIT	132092			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37151"""	Randolph, NC	Piedmont-Triad	Regional Partnership	37000	North Carolina	95000	Southeast	0	USA
77	" ""37153"""	Richmond, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	46480	UNIT	46480			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37153"""	Richmond, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	0	USA
78	" ""37155"""	Robeson, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	123913	UNIT	123913			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37155"""	Robeson, NC			37000	North Carolina	95000	Southeast	0	USA
79	" ""37157"""	Rockingham, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	92268	UNIT	92268			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37157"""	Rockingham, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
80	" ""37159"""	Rowan, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	131852	UNIT	131852			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37159"""	Rowan, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	0	USA
81	" ""37161"""	Rutherford, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	63671	UNIT	63671			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37161"""	Rutherford, NC	Western	Region C	37000	North Carolina	95000	Southeast	0	USA
82	" ""37163"""	Sampson, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	60526	UNIT	60526			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37163"""	Sampson, NC	South Central	Triangle South	37000	North Carolina	95000	Southeast	0	USA
83	" ""37165"""	Scotland, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	35851	UNIT	35851			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37165"""	Scotland, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	0	USA
84	" ""37167"""	Stanly, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	58674	UNIT	58674			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37167"""	Stanly, NC	Southwest		37000	North Carolina	95000	Southeast	0	USA
85	" ""37169"""	Stokes, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	44974	UNIT	44974			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37169"""	Stokes, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
86	" ""37171"""	Surry, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	71782	UNIT	71782			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37171"""	Surry, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
87	" ""37173"""	Swain, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	13030	UNIT	13030			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37173"""	Swain, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
88	" ""37175"""	Transylvania, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	29619	UNIT	29619			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37175"""	Transylvania, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	0	USA
89	" ""37177"""	Tyrrell, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	4166	UNIT	4166			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37177"""	Tyrrell, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
90	" ""37179"""	Union, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	131661	UNIT	131661			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37179"""	Union, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	0	USA
91	" ""37181"""	Vance, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	43932	UNIT	43932			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37181"""	Vance, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
92	" ""37183"""	Wake, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	656819	UNIT	656819			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37183"""	Wake, NC	North Central	Capital Area	37000	North Carolina	95000	Southeast	0	USA
93	" ""37185"""	Warren, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	20067	UNIT	20067			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37185"""	Warren, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
94	" ""37187"""	Washington, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	13589	UNIT	13589			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37187"""	Washington, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
95	" ""37189"""	Watauga, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	43853	UNIT	43853			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37189"""	Watauga, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	0	USA
96	" ""37191"""	Wayne, NC	BEA_CA5N_0020	Population (persons) 2/	2001.0	113934	UNIT	113934			0	YR	The Year 2001	01/1/2001 0:00	Level	1	CNTY	" ""37191"""	Wayne, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
