GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
" ""39115"""	Morgan, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	18085	23863	19347	18527	18196	(D)	(D)	23755	24869	26958	31024	30215	28528	32471	31800	26990	29612	32082	31713
" ""39117"""	Morrow, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	64593	54740	60204	65566	67366	67128	69244	67789	53546	47414	45767	55411	56706	58236	59451	61566	65467	61937	62300
" ""39119"""	Muskingum, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	342412	321829	312107	312368	282638	271049	271157	250693	212497	187961	189487	191345	183541	183306	185574	195417	195132	198690	203741
" ""39121"""	Noble, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	29468	32180	29337	30948	27690	25715	25886	24576	16133	7490	7161	7330	7642	8366	8633	8144	12856	13427	12887
" ""39123"""	Ottawa, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	139489	122601	127307	138490	141343	146983	150381	148929	127121	138588	151238	147257	148999	156365	156833	142048	145567	153710	156515
" ""39125"""	Paulding, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	66892	59393	53554	59758	79460	83070	78542	73056	53520	56057	62228	65124	65204	73347	74577	75508	79441	79409	71725
" ""39127"""	Perry, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	61154	61313	57034	50407	50492	49422	46264	43957	35212	34739	37846	37643	39155	40217	41383	46900	52743	61936	63489
" ""39129"""	Pickaway, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	252241	239907	229448	206140	171257	161634	174541	176448	166232	174030	184480	185407	195640	192405	181301	163064	170197	176394	169283
" ""39131"""	Pike, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	259177	221954	218026	218551	205065	195802	194555	196090	186190	201292	175199	143847	37123	32939	41793	46056	47888	47787	40029
" ""39133"""	Portage, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	661454	639817	643761	661921	698902	722756	691922	669642	591660	589424	658935	684773	672642	707088	731566	736847	732424	759622	811397
" ""39135"""	Preble, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	170883	181861	182409	188765	193649	197857	201252	199737	153869	160692	167246	183209	195945	219827	207731	211861	223731	251165	258944
" ""39137"""	Putnam, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	188704	199224	174990	144015	154173	162713	178828	187778	152575	148207	169025	200168	219293	225949	237081	230261	236741	248156	248844
" ""39139"""	Richland, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	822795	824823	854018	864839	846368	882288	805943	753821	592498	523492	538295	561933	580565	605122	614640	611398	656780	694529	690708
